drug1,drug2,label
lisinopril and hydrochlorothiazide tablets lisinopril and hydrochlorothiazide olmesartan medoxomil-hydrochlorothiazide lisinopril and hydrochlorothiazide hydrochlorothiazide,aspirin low dose chewable orange pain reliever aspirin low dose,1
minocycline hydrochloride minocycline hydrochloride minocycline hydrochloride extended-release minocycline hydrochloride minocycline hydrochloride,pitavastatin calcium pitavastatin pitavastatin calcium pitavastatin calcium pitavastatin calcium,1
fluticasone propionate nasal fluticasone propionate fluticasone propionate fluticasone propionate and salmeterol fluticasone propionate,deflazacort deflazacort deflazacort oral deflazacort deflazacort,1
"levalbuterol inhalation 1.25mg/3ml, levalbuterol inhalation 0.63mg/3ml, levalbuterol inhalation 0.31mg/3ml levalbuterol levalbuterol hydrochloride levalbuterol levalbuterol hydrochloride",deflazacort deflazacort deflazacort oral deflazacort deflazacort,1
lisinopril and hydrochlorothiazide tablets lisinopril and hydrochlorothiazide olmesartan medoxomil-hydrochlorothiazide lisinopril and hydrochlorothiazide hydrochlorothiazide,deflazacort deflazacort deflazacort oral deflazacort deflazacort,1
phenytoin sodium phenytoin phenytoin phenytoin phenytoin sodium,oxcarbazepine oxcarbazepine oxcarbazepine oxcarbazepine oxcarbazepine,1
glyburide glyburide glyburide and metformin hydrochloride glyburide glyburide,desoximetasone desoximetasone desoximetasone desoximetasone desoximetasone,0
nortriptyline hydrochloride nortriptyline hydrochloride nortriptyline hydrochloride nortriptyline hcl nortriptyline hcl,prednisone prednisone prednisone prednisone prednisone,0
sulfasalazine sulfasalazine sulfasalazine sulfasalazine sulfasalazine,asenapine asenapine asenapine maleate asenapine maleate asenapine,0
buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride,"sofosbuvir, velpatasvir, and voxilaprevir ledipasvir and sofosbuvir velpatasvir and sofosbuvir sofosbuvir velpatasvir and sofosbuvir",0
"linagliptin and metformin hydrochloride linagliptin and metformin hydrochloride empagliflozin, linagliptin, metformin hydrochloride linagliptin linagliptin",famotidine famotidine famotidine ibuprofen and famotidine famotidine,0
fluoxetine hydrochloride fluoxetine hydrochloride fluoxetine hcl fluoxetine fluoxetine hydrochloride,colchicine colchicine colchicine colchicine colchicine,0
metoprolol tartrate metoprolol succinate er tablets metoprolol succinate metoprolol tartrate metoprolol tartrate,"1,4-benzoquinone - arnica montana - oxytocin - barium carbonate - barium oxalosuccinate - corticotropin - lead - levothyroxine - lutrelin - malic acid - melatonin - neurotrophin-3 - neurotrophin-4 - phenylalanine - pork liver - pyruvic acid - rinfabate - sus scrofa adrenal gland - sus scrofa frontal lobe - sus scrofa hypothalamus - thyrotropin alfa - brain-derived neurotrophic factor human - betaine - bufo bufo cutaneous gland - calcium carbonate - chromic sulfate - cicuta virosa root - copper - folic acid - gold - cobalamin - iron - lachesis muta venom - melatonin - molybdenum - neurotrophin-3 - neurotrophin-4 - oxytocin - silicon dioxide - sus scrofa frontal lobe - sus scrofa temporal lobe - thyrotropin alfa - ubidecarenone - vanadium - zinc - brain-derived neurotrophic factor human - thyrotropin alfa",1
ertapenem sodium ertapenem ertapenem ertapenem ertapenem,"desonide desonide desonide desonide desonide ointment, 0.05%",0
ibuprofen ibuprofen ibuprofen ibuprofen ibuprofen,haloperidol haloperidol haloperidol decanoate haloperidol haloperidol,0
"diclofenac sodium diclofenac sodium diclofenac sodium diclofenac sodium topical gel, 1% diclofenac sodium",tapentadol hydrochloride tapentadol hydrochloride tapentadol hydrochloride,0
ciclesonide ciclesonide,"loratadine loratadine loratadine loratadine loratadine, pseudoephedrine sulfate",0
betamethasone dipropionate betamethasone sodium phosphate and betamethasone acetate betamethasone dipropionate betamethasone valerate betamethasone valerate,levonorgestrel and ethinyl estradiol norgestimate and ethinyl estradiol estradiol estradiol estradiol,0
naproxen naproxen sodium 220mg naproxen naproxen naproxen sodium,glyburide glyburide glyburide and metformin hydrochloride glyburide glyburide,0
clotrimazole clotrimazole topical antifungal 1% clotrimazole cream clotrimazole clotrimazole/betameth,norethindrone acetate and ethinyl estradiol norethindrone acetate/ethinyl estradiol and ferrous fumarate norethindrone acetate and ethinyl estradiol and ferrous fumarate norethindrone acetate and ethinyl estradiol and ferrous fumarate norethindrone acetate/ethinyl estradiol,0
ertapenem sodium ertapenem ertapenem ertapenem ertapenem,"sofosbuvir, velpatasvir, and voxilaprevir ledipasvir and sofosbuvir velpatasvir and sofosbuvir sofosbuvir velpatasvir and sofosbuvir",0
betamethasone dipropionate betamethasone sodium phosphate and betamethasone acetate betamethasone dipropionate betamethasone valerate betamethasone valerate,baclofen baclofen injection baclofen baclofen baclofen,1
cefuroxime axetil cefuroxime and dextrose cefuroxime sodium cefuroxime axetil cefuroxime axetil,"desonide desonide desonide desonide desonide ointment, 0.05%",0
montelukast sodium montelukast sodium montelukast sodium montelukast sodium montelukast sodium,prednisolone acetate prednisolone acetate prednisolone acetate prednisolone prednisolone acetate,1
tapentadol hydrochloride tapentadol hydrochloride tapentadol hydrochloride,ciprofloxacin ciprofloxacin hydrochloride ciprofloxacin ciprofloxacin hydrochloride ciprofloxacin hydrochloride,1
minoxidil minoxidil minoxidil minoxidil minoxidil,sodium iodide i 123 sodium iodide i 123,0
haloperidol haloperidol haloperidol decanoate haloperidol haloperidol,methimazole methimazole methimazole methimazole methimazole,0
aspirin low dose chewable orange pain reliever aspirin low dose,letrozole letrozole letrozole letrozole letrozole tablets,0
minocycline hydrochloride minocycline hydrochloride minocycline hydrochloride extended-release minocycline hydrochloride minocycline hydrochloride,deflazacort deflazacort deflazacort oral deflazacort deflazacort,1
fenofibrate fenofibrate fenofibrate fenofibrate fenofibrate,"testosterone testosterone cypionate petroselinum sativum, populus tremuloides, sabal serrulata, chimaphila umbellata, adenosinum triphosphoricum dinatrum, equol, kreosotum, nadidum, testosterone, prostate (suis), succinicum acidum, hepar sulphuris calcareum, conium maculatum, proteus (mirabilis), proteus (vulgaris) testosterone aconiticum acidum, cis-, apis venenum purum, aquilegia vulgaris, bovista, cypripedium pubescens, estradiol, faecalis (alkaligenes), folliculinum, funiculus umbilicalis suis, glandula suprarenalis suis, heart (suis), hydrastis canadensis, hypophysis suis, kreosotum, lachesis mutus, lilium tigrinum, magnesia phosphorica, mercurius solubilis, mutabile bacillus (bach), oophorinum (suis), petroselinum sativum, pineal gland (suis), placenta totalis suis, progesterone, sepia, testosterone, uterus (suis)",1
eplerenone eplerenone eplerenone eplerenone eplerenone,ondansetron hydrochloride ondansetron hydrochloride ondansetron ondansetron hydrochloride ondansetron,0
nicardipine hydrochloride nicardipine hydrochloride nicardipine hydrochloride nicardipine hydrochloride nicardipine hydrochloride,doxorubicin hydrochloride doxorubicin hydrochloride doxorubicin hydrochloride doxorubicin hydrochloride doxorubicin hydrochloride,1
"moxifloxacin hydrochloride moxifloxacin hydrochloride tablets, 400 mg moxifloxacin ophthalmic solution moxifloxacin hydrochloride moxifloxacin",prazosin hydrochloride prazosin hydrochloride prazosin hcl prazosin hydrochloride prazosin hydrochloride,1
oxaprozin oxaprozin oxaprozin oxaprozin oxaprozin,warfarin sodium warfarin sodium warfarin sodium warfarin sodium warfarin sodium,1
oxycodone hydrochloride oxycodone and acetaminophen oxycodone and acetaminophen oxycodone and acetaminophen oxycodone hydrochloride,hydrocodone bitartrate and acetaminophen hydrocodone polistirex and chlorpheniramine polistirex hydrocodone bitartrate and acetaminophen hydrocodone bitartrate and acetaminophen hydrocodone bitartrate and acetaminophen,1
celecoxib celecoxib celecoxib celecoxib celecoxib,methotrexate methotrexate methotrexate methotrexate methotrexate,1
clindamycin phosphate clindamycin phosphate clindamycin phosphate clindamycin hydrochloride clindamycin palmitate hydrochloride,glycopyrrolate glycopyrrolate glycopyrrolate glycopyrrolate glycopyrrolate,0
clonidine hydrochloride clonidine hydrochloride clonidine hydrochloride clonidine hydrochloride clonidine hydrochloride,aripiprazole aripiprazole oral aripiprazole aripiprazole aripiprazole,1
cefepime cefepime hydrochloride cefepime cefepime cefepime hydrochloride,duloxetine hydrochloride duloxetine hydrochloride duloxetine duloxetine duloxetine,1
torsemide torsemide torsemide torsemide torsemide,ciclesonide ciclesonide,0
tramadol hydrochloride tramadol hydrochloride tramadol hydrochloride tramadol hydrochloride tramadol hydrochloride,bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride,1
omalizumab omalizumab-igec,triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide,0
oral semaglutide semaglutide semaglutide semaglutide semaglutide,famotidine famotidine famotidine ibuprofen and famotidine famotidine,0
loperamide hcl loperamide hydrochloride and simethicone loperamide hydrochloride loperamide hydrochloride loperamide hydrochloride,cisplatin cisplatin cisplatin cisplatin cisplatin,0
exenatide exenatide,mometasone furoate mometasone furoate mometasone furoate mometasone furoate mometasone furoate,0
losartan potassium losartan potassium and hydrochlorothiazide losartan potassium losartan potassium and hydrochlorothiazide losartan potassium,cimetidine cimetidine cimetidine cimetidine cimetidine,0
famotidine famotidine famotidine ibuprofen and famotidine famotidine,venlafaxine venlafaxine hydrochloride venlafaxine venlafaxine hydrochloride venlafaxine hydrochloride,0
sulindac sulindac sulindac sulindac sulindac,cefepime cefepime hydrochloride cefepime cefepime cefepime hydrochloride,1
cimetidine cimetidine cimetidine cimetidine cimetidine,letrozole letrozole letrozole letrozole letrozole tablets,1
sitagliptin and metformin hydrochloride metformin hydrochloride metformin hydrochloride glipizide and metformin hydrochloride metformin hydrochloride,paliperidone paliperidone paliperidone paliperidone paliperidone palmitate,0
irbesartan irbesartan irbesartan irbesartan irbesartan and hydrochlorothiazide,vinblastine sulfate,0
hydromorphone hydrochloride hydromorphone hydrochloride hydromorphone hydrochloride hydromorphone hydrochloride hydromorphone hydrochloride,ivabradine ivabradine ivabradine ivabradine ivabradine,1
glimepiride glimepiride glimepiride glimepiride glimepiride,deflazacort deflazacort deflazacort oral deflazacort deflazacort,1
"imipenem and cilastatin sodium imipenem and cilastatin imipenem and cilastatin sodium imipenem anhydrous, cilastatin, and relebactam anhydrous imipenem and cilastatin sodium",tiotropium bromide and olodaterol tiotropium bromide tiotropium bromide inhalation spray tiotropium bromide tiotropium bromide,1
oxaprozin oxaprozin oxaprozin oxaprozin oxaprozin,digoxin digoxin digoxin digoxin digoxin,1
"diclofenac sodium diclofenac sodium diclofenac sodium diclofenac sodium topical gel, 1% diclofenac sodium",cetirizine hydrochloride cetirizine hydrochloride cetirizine hcl cetirizine hcl cetirizine hydrochloride,0
duloxetine hydrochloride duloxetine hydrochloride duloxetine duloxetine duloxetine,ciclesonide ciclesonide,0
glipizide glipizide glipizide glipizide glipizide and metformin hydrochloride,tiotropium bromide and olodaterol tiotropium bromide tiotropium bromide inhalation spray tiotropium bromide tiotropium bromide,1
"quinapril quinapril quinapril and hydrochlorothiazide 10/12.5, quinapril and hydrochlorothiazide 20/12.5, quinapril and hydrochlorothiazide 20/25 quinapril and hydrochlorothiazide quinapril",cetirizine hydrochloride cetirizine hydrochloride cetirizine hcl cetirizine hcl cetirizine hydrochloride,1
fentanyl citrate fentanyl fentanyl fentanyl citrate fentanyl,mirtazapine mirtazapine mirtazapine mirtazapine mirtazapine,1
rosuvastatin calcium rosuvastatin calcium rosuvastatin calcium rosuvastatin rosuvastatin,risperidone risperidone risperidone risperidone risperidone,0
amphotericin b amphotericin b amphotericin b amphotericin b amphotericin b,bosentan bosentan bosentan bosentan bosentan,0
alprazolam alprazolam alprazolam alprazolam alprazolam,cyclosporine ophthalmic solution cyclosporine cyclosporine cyclosporine cyclosporine,1
valproate sodium valproate sodium valproate sodium valproate sodium valproate sodium,"levothyroxine sodium levothyroxine sodium levothyroxine sodium 1,4-benzoquinone - arnica montana - oxytocin - barium carbonate - barium oxalosuccinate - corticotropin - lead - levothyroxine - lutrelin - malic acid - melatonin - neurotrophin-3 - neurotrophin-4 - phenylalanine - pork liver - pyruvic acid - rinfabate - sus scrofa adrenal gland - sus scrofa frontal lobe - sus scrofa hypothalamus - thyrotropin alfa - brain-derived neurotrophic factor human - levothyroxine sodium",1
ivabradine ivabradine ivabradine ivabradine ivabradine,"insulin aspart insulin aspart insulin aspart insulin aspart water injection, insulin aspart",0
rosuvastatin calcium rosuvastatin calcium rosuvastatin calcium rosuvastatin rosuvastatin,warfarin sodium warfarin sodium warfarin sodium warfarin sodium warfarin sodium,1
atorvastatin calcium atorvastatin film coated atorvastatin calcium amlodipine and atorvastatin atorvastatin calcium,omalizumab omalizumab-igec,0
fluvastatin fluvastatin sodium fluvastatin fluvastatin sodium fluvastatin sodium,sodium iodide i-131 sodium iodide i 131 sodium iodide i 131,1
celecoxib celecoxib celecoxib celecoxib celecoxib,cefpodoxime proxetil cefpodoxime proxetil cefpodoxime proxetil cefpodoxime proxetil cefpodoxime proxetil,0
"tetracycline hydrochloride tetracycline hydrochloride adenosinum triphosphoricum dinatrum, l-asparagine (monohydrate), l-phenylalanine, quercetin, ileum (suis), jejunum (suis), stomach (suis), ascorbicum acidum, calcarea carbonica, ferrum iodatum, tetracycline, egg (hen whole), proteus (morgani) tetracycline hydrochloride tetracycline hydrochloride",ertapenem sodium ertapenem ertapenem ertapenem ertapenem,1
